44.8,-160,-160,0.02,-140.96,0.00,-140.95
44.9,-160,-160,0.02,-140.95,0.00,-140.94
45.0,-160,-160,0.02,-140.94,0.00,-140.93
45.1,-160,-160,0.02,-140.93,0.00,-140.92
45.3,-160,-162,1.78,-140.92,0.18,-140.03
45.4,-160,-160,0.02,-139.85,0.00,-140.02
45.5,-160,-160,0.02,-140.01,0.00,-140.01
45.6,-160,-158,-1.74,-140.00,-0.17,-140.87
45.7,-160,-164,3.54,-141.05,0.35,-139.10
45.8,-159,-162,2.78,-138.75,0.28,-137.71
45.9,-155,-160,05.02,-137.43,0.50,-135.20
46.1,-152,-160,08.02,-134.70,0.80,-131.19
46.2,-149,-158,9.26,-130.39,0.93,-126.56
46.3,-146,-158,12.26,-125.63,1.23,-120.42
46.4,-143,-157,13.51,-119.20,1.35,-113.67
46.5,-140,-155,14.75,-112.32,1.47,-106.30
46.6,-138,-149,11.47,-104.82,1.15,-100.56
46.8,-135,-146,10.96,-99.41,1.10,-95.08
46.9,-133,-139,5.92,-93.99,0.59,-92.12
47.0,-132,-134,1.65,-91.53,0.16,-91.30
47.1,-131,-128,-2.63,-91.13,-0.26,-92.61
47.2,-130,-127,-3.39,-92.88,-0.34,-94.31
47.3,-129,-127,-2.39,-94.65,-0.24,-95.50
47.4,-128,-127,-1.39,-95.74,-0.14,-96.20
47.5,-127,-127,-0.39,-96.33,-0.04,-96.39
47.7,-126,-128,2.37,-96.43,0.24,-95.20
47.8,-125,-125,-0.15,-94.97,-0.01,-95.28
47.9,-125,-128,3.37,-95.29,0.34,-93.59
48.0,-124,-125,0.85,-93.26,0.09,-93.17
48.1,-124,-125,0.85,-93.08,0.09,-92.74
48.2,-124,-125,0.85,-92.65,0.09,-92.31
48.3,-123,-125,1.85,-92.23,0.19,-91.39
48.5,-122,-123,01.09,-91.20,0.11,-90.84
48.6,-121,-123,02.09,-90.73,0.21,-89.79
48.7,-121,-121,0.34,-89.58,0.03,-89.62
48.8,-120,-123,03.09,-89.59,0.31,-88.07
48.9,-120,-120,-0.42,-87.76,-0.04,-88.29
49.0,-120,-123,03.09,-88.33,0.31,-86.74
49.1,-120,-120,-0.42,-86.43,-0.04,-86.95
49.2,-120,-121,1.34,-86.99,0.13,-86.28
49.4,-119,-120,0.58,-86.15,0.06,-85.99
49.5,-119,-118,-1.18,-85.93,-0.12,-86.58
49.6,-118,-120,1.58,-86.70,0.16,-85.79
49.7,-118,-116,-1.94,-85.64,-0.19,-86.76
49.8,-118,-118,-0.18,-86.96,-0.02,-86.85
49.9,-117,-120,2.58,-86.87,0.26,-85.56
50.0,-119,-116,-2.94,-85.31,-0.29,-87.03
50.1,-115,-120,4.58,-87.33,0.46,-84.74
50.3,-114,-116,02.06,-84.29,0.21,-83.71
50.4,-112,-118,5.82,-83.51,0.58,-80.80
50.5,-111,-116,05.06,-80.22,0.51,-78.27
50.6,-110,-114,4.30,-77.77,0.43,-76.12
50.7,-110,-111,0.79,-75.69,0.08,-75.73
50.8,-109,-107,-1.73,-75.65,-0.17,-76.60
50.9,-108,-107,-0.73,-76.77,-0.07,-76.96
51.0,-107,-107,0.27,-77.03,0.03,-76.83
51.2,-106,-106,-0.49,-76.80,-0.05,-77.07
51.3,-106,-106,-0.49,-77.12,-0.05,-77.32
51.4,-105,-106,0.51,-77.37,0.05,-77.06
51.5,-104,-106,1.51,-77.01,0.15,-76.31
51.6,-104,-104,-0.25,-76.16,-0.02,-76.43
51.7,-104,-106,1.51,-76.46,0.15,-75.68
51.8,-104,-104,-0.25,-75.53,-0.02,-75.80
52.0,-103,-104,0.75,-75.83,0.08,-75.43
52.1,-103,-104,0.75,-75.35,0.08,-75.05
52.2,-103,-102,-1.01,-74.97,-0.10,-75.55
52.3,-103,-104,0.75,-75.65,0.08,-75.18
52.4,-103,-100,-2.77,-75.10,-0.28,-76.56
52.5,-103,-104,0.75,-76.84,0.08,-76.18
52.6,-103,-102,-1.01,-76.11,-0.10,-76.69
52.7,-102,-106,3.51,-76.79,0.35,-74.93
52.9,-102,-102,-0.01,-74.58,-0.00,-74.94
53.0,-101,-106,4.51,-74.94,0.45,-72.68
53.1,-101,-102,0.99,-72.23,0.10,-72.18
53.2,-100,-100,0.23,-72.09,0.02,-72.07
53.3,-99,-98,-0.52,-72.04,-0.05,-72.33
53.4,-99,-97,-2.28,-72.38,-0.23,-73.47
53.5,-100,-98,-1.52,-73.70,-0.15,-74.23
53.7,-99,-97,-2.28,-74.39,-0.23,-75.37
53.8,-99,-98,-0.52,-75.60,-0.05,-75.64
53.9,-97,-98,1.48,-75.69,0.15,-74.90
54.0,-98,-98,0.48,-74.75,0.05,-74.66
54.1,-97,-98,1.48,-74.61,0.15,-73.92
54.2,-97,-98,1.48,-73.77,0.15,-73.18
54.3,-98,-98,0.48,-73.04,0.05,-72.95
54.4,-98,-97,-1.28,-72.90,-0.13,-73.59
54.5,-98,-100,2.23,-73.72,0.22,-72.47
54.7,-97,-97,-0.28,-72.25,-0.03,-72.61
54.8,-98,-98,0.48,-72.64,0.05,-72.37
54.9,-98,-95,-3.04,-72.33,-0.30,-73.89
55.0,-97,-98,1.48,-74.20,0.15,-73.16
55.1,-96,-95,-1.04,-73.01,-0.10,-73.68
55.2,-97,-98,1.48,-73.78,0.15,-72.94
