Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoD
10.9,152,63,88.69,53.66,53.22,-0.01
11.0,159,65,93.94,53.21,56.36,0.04
11.1,151,63,87.69,56.40,52.62,-0.05
11.2,151,67,84.18,52.57,50.51,-0.03
11.4,156,65,90.94,50.48,54.56,0.05
11.5,151,63,87.69,54.62,52.62,-0.03
11.6,151,63,87.69,52.59,52.62,0.00
11.7,151,63,87.69,52.62,52.62,0.00
11.8,154,62,92.45,52.62,55.47,0.04
12.0,151,63,87.69,55.51,52.62,-0.04
12.1,153,63,89.69,52.58,53.82,0.02
12.2,151,63,87.69,53.83,52.62,-0.02
12.3,151,65,85.94,52.60,51.56,-0.01
12.5,152,65,86.94,51.55,52.16,0.01
12.6,151,63,87.69,52.17,52.62,0.01
12.7,152,62,90.45,52.62,54.27,0.02
12.8,151,62,89.45,54.29,53.67,-0.01
12.9,155,65,89.94,53.66,53.96,0.00
13.1,151,63,87.69,53.97,52.62,-0.02
13.2,151,65,85.94,52.60,51.56,-0.01
13.3,154,65,88.94,51.55,53.36,0.02
13.4,151,65,85.94,53.39,51.56,-0.02
13.6,151,63,87.69,51.54,52.62,0.01
13.7,151,63,87.69,52.63,52.62,0.00
13.8,157,63,93.69,52.62,56.22,0.05
13.9,151,62,89.45,56.26,53.67,-0.03
14.0,151,65,85.94,53.64,51.56,-0.03
14.2,155,67,88.18,51.53,52.91,0.02
14.3,151,65,85.94,52.92,51.56,-0.02
14.4,151,63,87.69,51.54,52.62,0.01
14.5,151,63,87.69,52.63,52.62,0.00
14.6,153,63,89.69,52.62,53.82,0.02
14.8,151,62,89.45,53.83,53.67,-0.00
14.9,153,63,89.69,53.67,53.82,0.00
15.0,151,62,89.45,53.82,53.67,-0.00
15.1,151,63,87.69,53.67,52.62,-0.01
15.3,151,65,85.94,52.60,51.56,-0.01
15.4,157,65,91.94,51.55,55.16,0.05
15.5,151,63,87.69,55.21,52.62,-0.03
15.6,151,65,85.94,52.58,51.56,-0.01
15.8,154,67,87.18,51.55,52.31,0.01
15.9,151,63,87.69,52.32,52.62,0.00
16.0,152,63,88.69,52.62,53.22,0.01
16.1,153,63,89.69,53.22,53.82,0.01
16.2,151,63,87.69,53.82,52.62,-0.02
16.4,151,65,85.94,52.60,51.56,-0.01
16.5,152,65,86.94,51.55,52.16,0.01
16.6,151,62,89.45,52.17,53.67,0.02
16.7,153,63,89.69,53.69,53.82,0.00
16.8,151,63,87.69,53.82,52.62,-0.02
17.0,155,63,91.69,52.60,55.02,0.03
17.1,151,63,87.69,55.05,52.62,-0.03
17.2,151,67,84.18,52.58,50.51,-0.03
17.3,154,67,87.18,50.48,52.31,0.02
17.5,151,63,87.69,52.33,52.62,0.00
17.6,152,63,88.69,52.62,53.22,0.01
17.7,152,63,88.69,53.22,53.22,0.00
17.8,151,63,87.69,53.22,52.62,-0.01
17.9,151,67,84.18,52.61,50.51,-0.03
18.1,151,65,85.94,50.48,51.56,0.01
18.2,151,63,87.69,51.58,52.62,0.01
18.3,153,62,91.45,52.63,54.87,0.03
18.4,151,62,89.45,54.90,53.67,-0.02
18.6,154,65,88.94,53.66,53.36,-0.00
18.7,153,65,87.94,53.36,52.76,-0.01
18.8,152,67,85.18,52.75,51.11,-0.02
18.9,151,65,85.94,51.08,51.56,0.01
19.0,157,65,91.94,51.57,55.16,0.05
19.2,151,63,87.69,55.21,52.62,-0.03
19.3,151,67,84.18,52.58,50.51,-0.03
19.4,156,65,90.94,50.48,54.56,0.05
19.5,151,65,85.94,54.62,51.56,-0.04
19.7,151,65,85.94,51.52,51.56,0.00
19.8,151,65,85.94,51.56,51.56,0.00
19.9,154,63,90.69,51.56,54.42,0.04
20.0,151,62,89.45,54.45,53.67,-0.01
20.1,153,65,87.94,53.66,52.76,-0.01
20.3,154,65,88.94,52.75,53.36,0.01
20.4,151,67,84.18,53.37,50.51,-0.04
20.5,152,65,86.94,50.47,52.16,0.02
20.6,151,65,85.94,52.18,51.56,-0.01
20.8,151,65,85.94,51.55,51.56,0.00
20.9,151,63,87.69,51.56,52.62,0.01
21.0,154,63,90.69,52.63,54.42,0.02
21.1,151,63,87.69,54.44,52.62,-0.02
21.2,151,65,85.94,52.59,51.56,-0.01
21.4,154,65,88.94,51.55,53.36,0.02
21.5,151,65,85.94,53.39,51.56,-0.02
21.6,151,65,85.94,51.54,51.56,0.00
21.7,151,63,87.69,51.56,52.62,0.01
21.9,156,63,92.69,52.63,55.62,0.04
22.0,151,63,87.69,55.66,52.62,-0.04
22.1,151,65,85.94,52.58,51.56,-0.01
22.2,156,65,90.94,51.55,54.56,0.04
22.3,151,65,85.94,54.60,51.56,-0.04
22.5,151,67,84.18,51.52,50.51,-0.01
22.6,154,65,88.94,50.49,53.36,0.04
22.7,151,65,85.94,53.40,51.56,-0.02
22.8,151,63,87.69,51.54,52.62,0.01
23.0,151,63,87.69,52.63,52.62,0.00
23.1,159,63,95.69,52.62,57.42,0.06
23.2,151,63,87.69,57.48,52.62,-0.06
23.3,151,67,84.18,52.55,50.51,-0.03
23.4,155,67,88.18,50.48,52.91,0.03
23.6,151,67,84.18,52.94,50.51,-0.03
23.7,151,65,85.94,50.47,51.56,0.01
23.8,151,63,87.69,51.58,52.62,0.01
23.9,153,62,91.45,52.63,54.87,0.03
24.1,151,62,89.45,54.90,53.67,-0.02
24.2,153,65,87.94,53.66,52.76,-0.01
24.3,153,65,87.94,52.75,52.76,0.00
24.4,151,65,85.94,52.76,51.56,-0.02
24.5,152,67,85.18,51.55,51.11,-0.01
24.7,156,65,90.94,51.10,54.56,0.05
24.8,151,63,87.69,54.61,52.62,-0.03
24.9,151,65,85.94,52.59,51.56,-0.01
25.0,155,65,89.94,51.55,53.96,0.03
25.2,151,63,87.69,53.99,52.62,-0.02
25.3,151,65,85.94,52.60,51.56,-0.01
25.4,154,65,88.94,51.55,53.36,0.02
25.5,151,63,87.69,53.39,52.62,-0.01
25.6,151,63,87.69,52.61,52.62,0.00
25.8,151,65,85.94,52.62,51.56,-0.01
25.9,151,63,87.69,51.55,52.62,0.01
26.0,152,65,86.94,52.63,52.16,-0.01
26.1,151,63,87.69,52.16,52.62,0.01
26.3,157,63,93.69,52.62,56.22,0.05
26.4,151,65,85.94,56.26,51.56,-0.06
26.5,151,67,84.18,51.50,50.51,-0.01
26.6,154,69,85.42,50.49,51.25,0.01
26.7,151,63,87.69,51.26,52.62,0.02
26.9,151,65,85.94,52.63,51.56,-0.01
27.0,151,65,85.94,51.55,51.56,0.00
27.1,153,63,89.69,51.56,53.82,0.03
27.2,151,63,87.69,53.85,52.62,-0.02
27.4,152,65,86.94,52.60,52.16,-0.01
27.5,156,65,90.94,52.16,54.56,0.03
27.6,151,63,87.69,54.59,52.62,-0.03
27.7,151,65,85.94,52.59,51.56,-0.01
27.8,156,67,89.18,51.55,53.51,0.03
28.0,151,63,87.69,53.53,52.62,-0.01
28.1,151,65,85.94,52.60,51.56,-0.01
28.2,154,65,88.94,51.55,53.36,0.02
28.3,151,65,85.94,53.39,51.56,-0.02
28.5,151,65,85.94,51.54,51.56,0.00
28.6,151,63,87.69,51.56,52.62,0.01
28.7,158,63,94.69,52.63,56.82,0.06
28.8,151,63,87.69,56.87,52.62,-0.06
28.9,142,65,76.94,52.56,46.16,-0.09
29.1,139,67,72.18,46.08,43.31,-0.04
29.2,129,63,65.69,43.27,39.42,-0.05
29.3,123,58,64.97,39.36,38.98,-0.01
29.4,118,49,68.76,38.98,41.26,0.03
29.6,114,42,71.80,41.29,43.08,0.02
29.7,107,35,71.83,43.10,43.10,0.00
29.8,102,35,66.83,43.10,40.10,-0.04
29.9,99,35,63.83,40.06,38.30,-0.02
30.0,98,35,62.83,38.27,37.70,-0.01
30.2,98,30,68.11,37.69,40.86,0.04
30.3,101,25,76.38,40.91,45.83,0.07
30.4,97,26,70.62,45.89,42.37,-0.05
30.5,97,26,70.62,42.33,42.37,0.00
30.7,97,30,67.11,42.37,40.26,-0.03
30.8,99,32,67.35,40.24,40.41,0.00
30.9,98,30,68.11,40.41,40.86,0.01
31.0,97,28,68.86,40.87,41.32,0.01
31.1,97,28,68.86,41.32,41.32,0.00
31.3,97,26,70.62,41.32,42.37,0.01
31.4,97,28,68.86,42.39,41.32,-0.01
31.5,97,28,68.86,41.30,41.32,0.00
31.6,93,30,63.11,41.32,37.86,-0.05
31.7,81,30,51.11,37.82,30.66,-0.10
31.9,51,26,24.62,30.57,14.77,-0.21
32.0,12,19,-7.34,14.56,-4.41,-0.26
32.1,-16,2,-17.76,-4.66,-10.66,-0.08
32.2,-30,0,-30.00,-10.74,-18.00,-0.10
32.4,-51,0,-51.00,-18.10,-30.60,-0.17
32.5,-70,0,-70.00,-30.77,-42.00,-0.15
32.6,-87,0,-87.00,-42.15,-52.20,-0.14
32.7,-94,0,-94.00,-52.34,-56.40,-0.06
32.9,-94,-5,-88.72,-56.46,-53.23,0.04
33.0,-95,0,-95.00,-53.19,-57.00,-0.05
33.1,-94,0,-94.00,-57.05,-56.40,0.01
33.2,-96,0,-96.00,-56.39,-57.60,-0.02
33.4,-111,0,-111.00,-57.62,-66.60,-0.12
33.5,-133,0,-133.00,-66.72,-79.80,-0.18
33.6,-151,0,-151.00,-79.98,-90.60,-0.14
33.7,-160,0,-160.00,-90.74,-96.00,-0.07
33.9,-160,-14,-145.93,-96.07,-87.56,0.11
34.0,-160,-62,-98.45,-87.45,-59.07,0.38
34.1,-160,-86,-73.83,-58.69,-44.30,0.20
34.2,-160,-88,-72.08,-44.10,-43.25,0.01
34.4,-160,-70,-89.66,-43.23,-53.80,-0.14
34.5,-160,-55,-105.49,-53.94,-63.29,-0.13
34.6,-160,-49,-110.76,-63.42,-66.46,-0.04
34.8,-160,-55,-105.49,-66.50,-63.29,0.04
34.9,-160,-63,-96.69,-63.25,-58.02,0.07
35.0,-160,-69,-91.42,-57.95,-54.85,0.04
35.1,-160,-69,-91.42,-54.81,-54.85,0.00
35.3,-160,-65,-94.94,-54.85,-56.96,-0.03
35.4,-160,-62,-98.45,-56.99,-59.07,-0.03
35.5,-160,-60,-100.21,-59.10,-60.13,-0.01
35.6,-160,-62,-98.45,-60.14,-59.07,0.01
35.8,-160,-65,-94.94,-59.06,-56.96,0.03
35.9,-160,-67,-93.18,-56.93,-55.91,0.01
36.0,-160,-65,-94.94,-55.89,-56.96,-0.01
36.2,-160,-65,-94.94,-56.98,-56.96,0.00
36.3,-160,-63,-96.69,-56.96,-58.02,-0.01
36.4,-160,-63,-96.69,-58.03,-58.02,0.00
36.5,-160,-65,-94.94,-58.02,-56.96,0.01
36.7,-160,-65,-94.94,-56.95,-56.96,0.00
36.8,-160,-67,-93.18,-56.96,-55.91,0.01
36.9,-160,-63,-96.69,-55.89,-58.02,-0.03
37.0,-160,-65,-94.94,-58.04,-56.96,0.01
37.2,-160,-65,-94.94,-56.95,-56.96,0.00
37.3,-160,-65,-94.94,-56.96,-56.96,0.00
37.4,-160,-65,-94.94,-56.96,-56.96,0.00
37.6,-160,-65,-94.94,-56.96,-56.96,0.00
37.7,-160,-63,-96.69,-56.96,-58.02,-0.01
37.8,-160,-65,-94.94,-58.03,-56.96,0.01
37.9,-160,-65,-94.94,-56.95,-56.96,0.00
38.1,-160,-65,-94.94,-56.96,-56.96,0.00
38.2,-160,-65,-94.94,-56.96,-56.96,0.00
38.3,-160,-65,-94.94,-56.96,-56.96,0.00
38.4,-160,-65,-94.94,-56.96,-56.96,0.00
38.6,-160,-65,-94.94,-56.96,-56.96,0.00
38.7,-160,-67,-93.18,-56.96,-55.91,0.01
38.8,-160,-65,-94.94,-55.89,-56.96,-0.01
39.0,-160,-67,-93.18,-56.98,-55.91,0.01
39.1,-160,-65,-94.94,-55.89,-56.96,-0.01
39.2,-160,-67,-93.18,-56.98,-55.91,0.01
39.3,-160,-65,-94.94,-55.89,-56.96,-0.01
39.5,-160,-67,-93.18,-56.98,-55.91,0.01
39.6,-160,-65,-94.94,-55.89,-56.96,-0.01
39.7,-160,-65,-94.94,-56.98,-56.96,0.00
39.8,-160,-67,-93.18,-56.96,-55.91,0.01
40.0,-160,-67,-93.18,-55.89,-55.91,0.00
40.1,-160,-67,-93.18,-55.91,-55.91,0.00
40.2,-160,-67,-93.18,-55.91,-55.91,0.00
40.3,-160,-67,-93.18,-55.91,-55.91,0.00
40.5,-160,-65,-94.94,-55.91,-56.96,-0.01
40.6,-160,-67,-93.18,-56.98,-55.91,0.01
40.7,-160,-65,-94.94,-55.89,-56.96,-0.01
40.9,-160,-67,-93.18,-56.98,-55.91,0.01
41.0,-160,-67,-93.18,-55.89,-55.91,0.00
41.1,-160,-65,-94.94,-55.91,-56.96,-0.01
41.2,-160,-69,-91.42,-56.98,-54.85,0.03
41.4,-160,-67,-93.18,-54.82,-55.91,-0.01
41.5,-160,-67,-93.18,-55.92,-55.91,0.00
41.6,-160,-67,-93.18,-55.91,-55.91,0.00
41.7,-160,-67,-93.18,-55.91,-55.91,0.00
41.9,-160,-65,-94.94,-55.91,-56.96,-0.01
42.0,-160,-67,-93.18,-56.98,-55.91,0.01
42.1,-160,-67,-93.18,-55.89,-55.91,0.00
42.3,-160,-69,-91.42,-55.91,-54.85,0.01
42.4,-160,-67,-93.18,-54.84,-55.91,-0.01
42.5,-160,-67,-93.18,-55.92,-55.91,0.00
42.6,-160,-67,-93.18,-55.91,-55.91,0.00
42.8,-160,-67,-93.18,-55.91,-55.91,0.00
42.9,-160,-69,-91.42,-55.91,-54.85,0.01
43.0,-160,-67,-93.18,-54.84,-55.91,-0.01
43.1,-160,-65,-94.94,-55.92,-56.96,-0.01
43.3,-160,-67,-93.18,-56.98,-55.91,0.01
43.4,-160,-67,-93.18,-55.89,-55.91,0.00
43.5,-160,-69,-91.42,-55.91,-54.85,0.01
43.7,-160,-67,-93.18,-54.84,-55.91,-0.01
43.8,-160,-69,-91.42,-55.92,-54.85,0.01
43.9,-160,-65,-94.94,-54.84,-56.96,-0.03
44.0,-160,-65,-94.94,-56.99,-56.96,0.00
44.2,-160,-67,-93.18,-56.96,-55.91,0.01
44.3,-160,-67,-93.18,-55.89,-55.91,0.00
44.4,-160,-69,-91.42,-55.91,-54.85,0.01
44.5,-160,-69,-91.42,-54.84,-54.85,0.00
44.7,-160,-67,-93.18,-54.85,-55.91,-0.01
44.8,-160,-69,-91.42,-55.92,-54.85,0.01
44.9,-160,-67,-93.18,-54.84,-55.91,-0.01
45.1,-160,-67,-93.18,-55.92,-55.91,0.00
45.2,-160,-69,-91.42,-55.91,-54.85,0.01
45.3,-160,-67,-93.18,-54.84,-55.91,-0.01
45.4,-160,-69,-91.42,-55.92,-54.85,0.01
45.6,-160,-69,-91.42,-54.84,-54.85,0.00
45.7,-160,-67,-93.18,-54.85,-55.91,-0.01
45.8,-160,-67,-93.18,-55.92,-55.91,0.00
45.9,-160,-67,-93.18,-55.91,-55.91,0.00
46.1,-160,-69,-91.42,-55.91,-54.85,0.01
46.2,-160,-67,-93.18,-54.84,-55.91,-0.01
46.3,-160,-69,-91.42,-55.92,-54.85,0.01
46.5,-160,-67,-93.18,-54.84,-55.91,-0.01
46.6,-160,-69,-91.42,-55.92,-54.85,0.01
46.7,-160,-69,-91.42,-54.84,-54.85,0.00
46.8,-160,-67,-93.18,-54.85,-55.91,-0.01
47.0,-160,-69,-91.42,-55.92,-54.85,0.01
47.1,-160,-67,-93.18,-54.84,-55.91,-0.01
47.2,-160,-67,-93.18,-55.92,-55.91,0.00
47.3,-160,-67,-93.18,-55.91,-55.91,0.00
47.5,-160,-69,-91.42,-55.91,-54.85,0.01
47.6,-160,-67,-93.18,-54.84,-55.91,-0.01
47.7,-160,-69,-91.42,-55.92,-54.85,0.01
47.9,-160,-69,-91.42,-54.84,-54.85,0.00
48.0,-160,-67,-93.18,-54.85,-55.91,-0.01
48.1,-160,-69,-91.42,-55.92,-54.85,0.01
48.2,-160,-69,-91.42,-54.84,-54.85,0.00
48.4,-160,-69,-91.42,-54.85,-54.85,0.00
48.5,-160,-67,-93.18,-54.85,-55.91,-0.01
48.6,-160,-69,-91.42,-55.92,-54.85,0.01
48.7,-160,-67,-93.18,-54.84,-55.91,-0.01
48.9,-160,-69,-91.42,-55.92,-54.85,0.01
49.0,-160,-69,-91.42,-54.84,-54.85,0.00
49.1,-160,-67,-93.18,-54.85,-55.91,-0.01
49.3,-160,-69,-91.42,-55.92,-54.85,0.01
49.4,-160,-69,-91.42,-54.84,-54.85,0.00
49.5,-160,-67,-93.18,-54.85,-55.91,-0.01
49.6,-160,-69,-91.42,-55.92,-54.85,0.01
49.8,-160,-69,-91.42,-54.84,-54.85,0.00
49.9,-160,-69,-91.42,-54.85,-54.85,0.00
50.0,-160,-67,-93.18,-54.85,-55.91,-0.01
50.1,-160,-69,-91.42,-55.92,-54.85,0.01
50.3,-160,-69,-91.42,-54.84,-54.85,0.00
50.4,-160,-69,-91.42,-54.85,-54.85,0.00
50.5,-160,-67,-93.18,-54.85,-55.91,-0.01
50.7,-160,-69,-91.42,-55.92,-54.85,0.01
50.8,-160,-69,-91.42,-54.84,-54.85,0.00
50.9,-160,-67,-93.18,-54.85,-55.91,-0.01
51.0,-160,-69,-91.42,-55.92,-54.85,0.01
51.2,-160,-69,-91.42,-54.84,-54.85,0.00
51.3,-160,-69,-91.42,-54.85,-54.85,0.00
51.4,-160,-69,-91.42,-54.85,-54.85,0.00
51.5,-160,-69,-91.42,-54.85,-54.85,0.00
51.7,-160,-69,-91.42,-54.85,-54.85,0.00
51.8,-160,-69,-91.42,-54.85,-54.85,0.00
51.9,-160,-69,-91.42,-54.85,-54.85,0.00
52.0,-160,-69,-91.42,-54.85,-54.85,0.00
52.2,-160,-69,-91.42,-54.85,-54.85,0.00
52.3,-160,-69,-91.42,-54.85,-54.85,0.00
52.4,-160,-69,-91.42,-54.85,-54.85,0.00
52.6,-160,-67,-93.18,-54.85,-55.91,-0.01
52.7,-160,-69,-91.42,-55.92,-54.85,0.01
52.8,-160,-67,-93.18,-54.84,-55.91,-0.01
52.9,-160,-69,-91.42,-55.92,-54.85,0.01
53.1,-160,-67,-93.18,-54.84,-55.91,-0.01
53.2,-160,-69,-91.42,-55.92,-54.85,0.01
53.3,-160,-69,-91.42,-54.84,-54.85,0.00
53.4,-160,-69,-91.42,-54.85,-54.85,0.00
53.6,-160,-69,-91.42,-54.85,-54.85,0.00
53.7,-160,-69,-91.42,-54.85,-54.85,0.00
53.8,-160,-69,-91.42,-54.85,-54.85,0.00
54.0,-160,-69,-91.42,-54.85,-54.85,0.00
54.1,-160,-70,-89.66,-54.85,-53.80,0.01
54.2,-160,-69,-91.42,-53.78,-54.85,-0.01
54.3,-160,-69,-91.42,-54.87,-54.85,0.00
54.5,-160,-67,-93.18,-54.85,-55.91,-0.01
54.6,-160,-69,-91.42,-55.92,-54.85,0.01
54.7,-160,-69,-91.42,-54.84,-54.85,0.00
54.8,-160,-70,-89.66,-54.85,-53.80,0.01
55.0,-160,-69,-91.42,-53.78,-54.85,-0.01
55.1,-160,-69,-91.42,-54.87,-54.85,0.00
55.2,-160,-69,-91.42,-54.85,-54.85,0.00
55.4,-160,-69,-91.42,-54.85,-54.85,0.00
55.5,-160,-69,-91.42,-54.85,-54.85,0.00
55.6,-160,-69,-91.42,-54.85,-54.85,0.00
55.7,-160,-69,-91.42,-54.85,-54.85,0.00
55.9,-160,-69,-91.42,-54.85,-54.85,0.00
56.0,-160,-70,-89.66,-54.85,-53.80,0.01
56.1,-160,-69,-91.42,-53.78,-54.85,-0.01
56.2,-160,-69,-91.42,-54.87,-54.85,0.00
56.4,-160,-67,-93.18,-54.85,-55.91,-0.01
56.5,-160,-69,-91.42,-55.92,-54.85,0.01
56.6,-160,-69,-91.42,-54.84,-54.85,0.00
56.8,-160,-69,-91.42,-54.85,-54.85,0.00
56.9,-160,-69,-91.42,-54.85,-54.85,0.00
57.0,-160,-69,-91.42,-54.85,-54.85,0.00
57.1,-160,-69,-91.42,-54.85,-54.85,0.00
57.3,-160,-70,-89.66,-54.85,-53.80,0.01
57.4,-160,-69,-91.42,-53.78,-54.85,-0.01
57.5,-160,-69,-91.42,-54.87,-54.85,0.00
57.6,-160,-69,-91.42,-54.85,-54.85,0.00
57.8,-160,-69,-91.42,-54.85,-54.85,0.00
57.9,-160,-69,-91.42,-54.85,-54.85,0.00
58.0,-160,-69,-91.42,-54.85,-54.85,0.00
58.1,-160,-70,-89.66,-54.85,-53.80,0.01
58.3,-160,-69,-91.42,-53.78,-54.85,-0.01
58.4,-160,-69,-91.42,-54.87,-54.85,0.00
58.5,-160,-69,-91.42,-54.85,-54.85,0.00
58.7,-160,-69,-91.42,-54.85,-54.85,0.00
58.8,-160,-69,-91.42,-54.85,-54.85,0.00
58.9,-160,-69,-91.42,-54.85,-54.85,0.00
59.0,-160,-69,-91.42,-54.85,-54.85,0.00
59.2,-160,-69,-91.42,-54.85,-54.85,0.00
59.3,-160,-69,-91.42,-54.85,-54.85,0.00
59.4,-160,-69,-91.42,-54.85,-54.85,0.00
59.5,-160,-69,-91.42,-54.85,-54.85,0.00
59.7,-160,-69,-91.42,-54.85,-54.85,0.00
59.8,-160,-69,-91.42,-54.85,-54.85,0.00
59.9,-160,-69,-91.42,-54.85,-54.85,0.00
60.1,-160,-69,-91.42,-54.85,-54.85,0.00
60.2,-160,-67,-93.18,-54.85,-55.91,-0.01
60.3,-160,-69,-91.42,-55.92,-54.85,0.01
60.4,-160,-70,-89.66,-54.84,-53.80,0.01
60.6,-160,-69,-91.42,-53.78,-54.85,-0.01
60.7,-160,-69,-91.42,-54.87,-54.85,0.00
60.8,-159,-69,-90.42,-54.85,-54.25,0.01
60.9,-155,-67,-88.18,-54.24,-52.91,0.02
61.1,-152,-69,-83.42,-52.89,-50.05,0.04
61.2,-151,-69,-82.42,-50.01,-49.45,0.01
61.3,-151,-65,-85.94,-49.44,-51.56,-0.03
61.5,-151,-63,-87.69,-51.59,-52.62,-0.01
61.6,-151,-62,-89.45,-52.63,-53.67,-0.01
61.7,-151,-62,-89.45,-53.69,-53.67,0.00
61.8,-151,-63,-87.69,-53.67,-52.62,0.01
62.0,-151,-63,-87.69,-52.60,-52.62,0.00
62.1,-151,-65,-85.94,-52.62,-51.56,0.01
62.2,-151,-63,-87.69,-51.55,-52.62,-0.01
62.3,-151,-65,-85.94,-52.63,-51.56,0.01
62.5,-151,-62,-89.45,-51.55,-53.67,-0.03
62.6,-150,-65,-84.94,-53.70,-50.96,0.04
62.7,-146,-63,-82.69,-50.93,-49.62,0.02
62.9,-140,-63,-76.69,-49.60,-46.02,0.05
63.0,-135,-60,-75.21,-45.97,-45.13,0.01
63.1,-131,-58,-72.97,-45.11,-43.78,0.02
63.2,-128,-51,-77.00,-43.76,-46.20,-0.03
63.4,-126,-49,-76.76,-46.23,-46.06,0.00
63.5,-124,-46,-78.28,-46.06,-46.97,-0.01
63.6,-125,-46,-79.28,-46.98,-47.57,-0.01
63.7,-125,-46,-79.28,-47.58,-47.57,0.00
63.9,-125,-46,-79.28,-47.57,-47.57,0.00
64.0,-124,-46,-78.28,-47.57,-46.97,0.01
64.1,-124,-47,-76.52,-46.96,-45.91,0.01
64.3,-125,-47,-77.52,-45.90,-46.51,-0.01
64.4,-124,-46,-78.28,-46.52,-46.97,-0.01
64.5,-125,-46,-79.28,-46.97,-47.57,-0.01
64.6,-125,-44,-81.04,-47.58,-48.62,-0.01
64.8,-124,-46,-78.28,-48.64,-46.97,0.02
64.9,-125,-47,-77.52,-46.95,-46.51,0.01
65.0,-125,-47,-77.52,-46.51,-46.51,0.00
65.1,-125,-46,-79.28,-46.51,-47.57,-0.01
65.3,-125,-46,-79.28,-47.58,-47.57,0.00
65.4,-125,-46,-79.28,-47.57,-47.57,0.00
65.5,-125,-47,-77.52,-47.57,-46.51,0.01
65.7,-125,-47,-77.52,-46.50,-46.51,0.00
65.8,-125,-46,-79.28,-46.51,-47.57,-0.01
65.9,-125,-47,-77.52,-47.58,-46.51,0.01
66.0,-124,-47,-76.52,-46.50,-45.91,0.01
66.2,-125,-46,-79.28,-45.90,-47.57,-0.02
