Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoI,AcaoD
112.5,-160,-158,-2.44,-189.67,-1.46,-189.66,-0.00
112.7,-160,-158,-1.74,-191.13,-1.04,-190.10,0.00
113.0,-160,-158,-2.44,-191.13,-1.46,-190.70,-0.00
113.2,-160,-158,-1.74,-192.17,-1.04,-191.14,0.00
113.5,-160,-158,-2.44,-192.18,-1.46,-191.75,-0.00
113.7,-160,-158,-1.74,-193.21,-1.04,-192.18,0.00
114.0,-160,-158,-1.74,-193.22,-1.04,-192.62,0.00
114.2,-160,-158,-1.74,-193.66,-1.04,-193.05,0.00
114.5,-160,-158,-1.74,-194.09,-1.04,-193.48,0.00
114.7,-160,-158,-2.44,-194.52,-1.46,-194.09,-0.00
115.0,-160,-158,-1.74,-195.56,-1.04,-194.53,0.00
115.2,-160,-158,-2.44,-195.57,-1.46,-195.14,-0.00
115.5,-160,-158,-1.74,-196.60,-1.04,-195.57,0.00
115.7,-160,-158,-1.74,-196.61,-1.04,-196.00,0.00
116.0,-160,-158,-1.74,-197.04,-1.04,-196.44,0.00
116.2,-160,-158,-2.44,-197.48,-1.46,-197.05,-0.00
116.5,-160,-158,-1.74,-198.51,-1.04,-197.48,0.00
116.7,-160,-158,-2.44,-198.52,-1.46,-198.09,-0.00
117.0,-160,-158,-1.74,-199.56,-1.04,-198.52,0.00
117.2,-160,-158,-1.74,-199.56,-1.04,-198.96,0.00
117.5,-160,-158,-1.74,-200.00,-1.04,-199.39,0.00
117.7,-160,-158,-2.44,-200.43,-1.46,-200.00,-0.00
118.0,-160,-158,-1.74,-201.47,-1.04,-200.44,0.00
118.2,-160,-159,-1.03,-201.47,-0.62,-200.69,0.00
118.5,-160,-162,1.78,-201.31,01.07,-200.25,0.01
118.7,-160,-163,3.19,-199.17,1.91,-199.45,0.00
119.0,-160,-162,2.49,-197.53,1.49,-198.83,-0.00
119.2,-160,-163,3.19,-197.34,1.91,-198.03,0.00
119.5,-160,-162,1.78,-196.12,01.07,-197.59,-0.00
119.7,-160,-162,2.49,-196.52,1.49,-196.96,0.00
120.0,-160,-162,1.78,-195.47,01.07,-196.52,-0.00
